Date,AAPL,AMZN,BAC,GOOG,JPM,META,MSFT,NFLX,NVDA,TSLA
2025-05-16,211.25999450683597,205.58999633789065,44.428184509277344,167.22898864746094,267.5599975585937,639.8477172851562,454.2699890136719,1191.530029296875,135.39059448242188,349.9800109863281
2025-05-19,208.77999877929688,206.16000366210935,44.50771713256836,167.66845703125,264.8800048828125,639.9376220703125,458.8699951171875,1191.6400146484375,135.5605926513672,342.0899963378906
2025-05-20,206.8600006103516,204.07000732421875,44.428184509277344,165.1215362548828,265.67999267578125,636.6101684570312,458.1700134277344,1192.02001953125,134.37066650390625,343.82000732421875
2025-05-21,202.08999633789065,201.1199951171875,42.996620178222656,169.8558349609375,261.0400085449219,635.0114135742188,452.5700073242188,1194.6300048828125,131.7908477783203,334.6199951171875
2025-05-22,201.3600006103516,203.1000061035156,43.056270599365234,171.77352905273438,260.6700134277344,636.08056640625,454.8599853515625,1187.969970703125,132.82078552246094,341.0400085449219
2025-05-23,195.2700042724609,200.9900054931641,42.94691467285156,169.3863983154297,260.7099914550781,626.577880859375,450.1799926757813,1185.3900146484375,131.2808837890625,339.3399963378906
2025-05-27,200.2100067138672,206.0200042724609,43.9609375,173.7711181640625,265.2900085449219,641.826171875,460.6900024414063,1211.5699462890625,135.49058532714844,362.8900146484375
2025-05-28,200.4199981689453,204.72000122070312,43.801876068115234,173.17185974121094,263.489990234375,643.085205078125,457.3599853515625,1208.550048828125,134.80064392089844,356.8999938964844
2025-05-29,199.9499969482422,205.6999969482422,43.9808235168457,172.7523651123047,264.3699951171875,644.5540771484375,458.6799926757813,1184.8599853515625,139.1803436279297,358.42999267578125
2025-05-30,200.8500061035156,205.00999450683597,43.87146759033203,172.64248657226562,264.0,646.9921875,460.3599853515625,1207.22998046875,135.12062072753906,346.4599914550781
2025-06-02,201.6999969482422,206.6499938964844,43.82175827026367,170.1654510498047,264.6600036621094,670.3842163085938,461.9700012207031,1218.97998046875,137.37046813964844,342.69000244140625
2025-06-03,203.2700042724609,205.7100067138672,44.38842010498047,167.5086669921875,266.2699890136719,666.3372802734375,462.9700012207031,1217.93994140625,141.21018981933594,344.2699890136719
2025-06-04,202.82000732421875,207.22999572753903,44.10011672973633,169.18663024902344,264.2200012207031,687.4210815429688,463.8699951171875,1239.6600341796875,141.91014099121094,332.04998779296875
2025-06-05,200.6300048828125,207.91000366210935,44.12000274658203,169.6061248779297,261.95001220703125,684.0936279296875,467.6799926757813,1250.52001953125,139.98028564453125,284.70001220703125
2025-06-06,203.9199981689453,213.57000732421875,44.970001220703125,174.70999145507812,265.7300109863281,697.173583984375,470.3800048828125,1241.469970703125,141.7101593017578,295.1400146484375
2025-06-09,201.4499969482422,216.97999572753903,44.869998931884766,177.6300048828125,266.739990234375,693.5263671875,472.75,1224.4599609375,142.62010192871094,308.5799865722656
2025-06-10,202.6699981689453,217.6100006103516,45.09000015258789,180.00999450683594,268.6000061035156,701.8599853515625,470.9200134277344,1203.6199951171875,143.95001220703125,326.0899963378906
2025-06-11,198.77999877929688,213.1999969482422,44.72999954223633,178.7899932861328,268.1499938964844,693.6063232421875,472.6199951171875,1219.8800048828125,142.8300018310547,326.42999267578125
2025-06-12,199.1999969482422,213.2400054931641,44.619998931884766,176.97000122070312,268.239990234375,692.826904296875,478.8699951171875,1215.030029296875,145.0,319.1099853515625
2025-06-13,196.4499969482422,212.1000061035156,44.09000015258789,175.8800048828125,264.95001220703125,682.344970703125,474.9599914550781,1212.1500244140625,141.97000122070312,325.3099975585937
2025-06-16,198.4199981689453,216.1000061035156,44.40999984741211,177.94000244140625,270.3599853515625,702.1199951171875,479.1400146484375,1225.3499755859375,144.69000244140625,329.1300048828125
2025-06-17,195.63999938964844,214.82000732421875,44.22999954223633,177.22999572753906,269.5199890136719,697.22998046875,478.0400085449219,1220.6700439453125,144.1199951171875,316.3500061035156
2025-06-18,196.5800018310547,212.5200042724609,45.060001373291016,173.97999572753906,273.9599914550781,695.77001953125,480.239990234375,1222.2900390625,145.47999572753906,322.04998779296875
2025-06-20,201.0,209.69000244140625,45.5,167.72999572753906,275.0,682.3499755859375,477.3999938964844,1231.4100341796875,143.85000610351562,322.1600036621094
2025-06-23,201.5,208.47000122070312,46.29999923706055,166.00999450683594,278.2699890136719,698.530029296875,486.0,1253.5400390625,144.1699981689453,348.67999267578125
2025-06-24,200.3000030517578,212.7700042724609,46.65999984741211,167.74000549316406,281.260009765625,712.2000122070312,490.1099853515625,1279.1099853515625,147.89999389648438,340.4700012207031
